XCen,YCen,Depth
427663.086,565936.535,0.039
427663.086,565941.535,0.042
427663.086,565946.535,0.045
427663.086,565951.535,0.067
427663.086,565956.535,0.092
427663.086,565961.535,0.119
427663.086,565966.535,0.147
427663.086,565976.535,0.14
427663.086,565981.535,0.146
427663.086,565991.535,0.118
427663.086,565996.535,0.091
427663.086,566001.535,0.084
427663.086,566006.535,0.077
427663.086,566011.535,0.074
427663.086,566016.535,0.075
427663.086,566021.535,0.074
427663.086,566036.535,0.103
427663.086,566041.535,0.083
427663.086,566046.535,0.011
427663.086,566051.535,0.012
427663.086,566056.535,0.014
427663.086,566061.535,0.017
427663.086,566066.535,0.012
427663.086,566076.535,0.002
427663.086,566081.535,0.001
427663.086,566091.535,0.144
427663.086,566096.535,0.004
427663.086,566101.535,0.003
427663.086,566106.535,0.002
427663.086,566111.535,0.004
427663.086,566136.535,0.014
427663.086,566141.535,0.006
427663.086,566146.535,0.006
427663.086,566151.535,0.007
427663.086,566156.535,0.007
427663.086,566161.535,0.004
427663.086,566166.535,0.008
427663.086,566171.535,0.009
427663.086,566196.535,0.005
427663.086,566201.535,0.007
427663.086,566206.535,0.006
427663.086,566211.535,0.008
427663.086,566216.535,0.007
427663.086,566221.535,0.013
427663.086,566226.535,0.009
427663.086,566231.535,0.002
427663.086,566236.535,0.001
427663.086,566241.535,0.001
427663.086,566246.535,0.002
427663.086,566251.535,0.003
427663.086,566256.535,0.017
427663.086,566261.535,0.018
427663.086,566281.535,0.015
427663.086,566286.535,0.01
427663.086,566291.535,0.012
427663.086,566296.535,0.013
427663.086,566301.535,0.011
427663.086,566306.535,0.017
427663.086,566311.535,0.026
427663.086,566316.535,0.057
427663.086,566321.535,0.026
427663.086,566326.535,0.011
427663.086,566331.535,0.012
427663.086,566336.535,0.016
427663.086,566341.535,0.022
427663.086,566346.535,0.03
427663.086,566351.535,0.08
427663.086,566356.535,0.039
427663.086,566361.535,0.033
427663.086,566366.535,0.046
427663.086,566371.535,0.024
427663.086,566376.535,0.014
427663.086,566381.535,0.017
427663.086,566386.535,0.02
427663.086,566391.535,0.023
427663.086,566396.535,0.027
427663.086,566401.535,0.03
427663.086,566406.535,0.026
427663.086,566411.535,0.016
427663.086,566416.535,0.018
427663.086,566421.535,0.019
427663.086,566426.535,0.02
427663.086,566431.535,0.017
427663.086,566436.535,0.022
427663.086,566441.535,0.029
427663.086,566446.535,0.025
427663.086,566451.535,0.018
427663.086,566456.535,0.008
427663.086,566461.535,0.01
427663.086,566466.535,0.012
427663.086,566471.535,0.016
427663.086,566476.535,0.017
427663.086,566481.535,0.022
427663.086,566486.535,0.024
427663.086,566491.535,0.023
427663.086,566496.535,0.025
427663.086,566501.535,0.002
427663.086,566506.535,0.005
427663.086,566511.535,0.045
427663.086,566516.535,0.085
427663.086,566521.535,0.062
427663.086,566526.535,0.039
427663.086,566531.535,0.018
427663.086,566536.535,0.003
427663.086,566541.535,0.002
427663.086,566546.535,0.003
427663.086,566551.535,0.004
427663.086,566556.535,0.034
427663.086,566561.535,0.038
427663.086,566566.535,0.076
427663.086,566571.535,0.107
427663.086,566576.535,0.154
427663.086,566581.535,0.181
427663.086,566586.535,0.207
427663.086,566591.535,0.243
427663.086,566596.535,0.233
427663.086,566601.535,0.218
427663.086,566606.535,0.185
427663.086,566611.535,0.199
427663.086,566616.535,0.113
427663.086,566636.535,0.04
427663.086,566656.535,0.011
427663.086,566661.535,0.007
427663.086,566666.535,0.007
427663.086,566671.535,0.008
427663.086,566676.535,0.002
427663.086,566681.535,0.002
427663.086,566686.535,0.003
427663.086,566691.535,0.004
427663.086,566696.535,0.005
427663.086,566701.535,0.01
427663.086,566706.535,0.03
427663.086,566711.535,0.003
427663.086,566716.535,0.004
427663.086,566721.535,0.199
427663.086,566726.535,0.051
427663.086,566731.535,0.002
427663.086,566746.535,0.089
427663.086,566751.535,0.005
427663.086,566756.535,0.004
427663.086,566761.535,0.002
427663.086,566776.535,0.154
427663.086,566781.535,0.001
427663.086,566786.535,0.006
427663.086,566791.535,0.003
427663.086,566796.535,0.002
427663.086,566806.535,0.035
427663.086,566811.535,0.026
427663.086,566816.535,0.038
427663.086,566821.535,0.031
427663.086,566826.535,0.049
427663.086,566831.535,0.054
427663.086,566836.535,0.052
427663.086,566841.535,0.05
427663.086,566846.535,0.046
427663.086,566851.535,0.038
427663.086,566866.535,0.029
427663.086,566871.535,0.011
427663.086,566876.535,0.01
427663.086,566881.535,0.008
427663.086,566886.535,0.003
427663.086,566891.535,0.002
427663.086,566896.535,0.003
427663.086,566901.535,0.004
427663.086,566906.535,0.004
427663.086,566911.535,0.005
427663.086,566921.535,0.01
427663.086,566926.535,0.026
427663.086,566931.535,0.041
427663.086,566936.535,0.055
427663.086,566941.535,0.039
427663.086,566946.535,0.017
427663.086,566951.535,0.019
427663.086,566956.535,0.021
427663.086,566961.535,0.003
427663.086,566966.535,0.003
427663.086,566971.535,0.001
427663.086,566976.535,0.003
427663.086,566996.535,0.057
427663.086,567001.535,0.077
427663.086,567006.535,0.087
427663.086,567011.535,0.107
427663.086,567016.535,0.117
427663.086,567021.535,0.127
427663.086,567026.535,0.147
427663.086,567031.535,0.157
427663.086,567036.535,0.177
427663.086,567041.535,0.147
427663.086,567081.535,0.062
427663.086,567086.535,0.012
427663.086,567091.535,0.008
427663.086,567096.535,0.01
427663.086,567101.535,0.007
427668.086,565941.535,0.027
427668.086,565946.535,0.055
427668.086,565951.535,0.078
427668.086,565956.535,0.103
427668.086,565961.535,0.141
427668.086,565976.535,0.158
427668.086,565981.535,0.151
427668.086,565996.535,0.082
427668.086,566001.535,0.083
427668.086,566006.535,0.081
427668.086,566011.535,0.081
427668.086,566016.535,0.081
427668.086,566021.535,0.081
427668.086,566041.535,0.101
427668.086,566046.535,0.041
427668.086,566051.535,0.019
427668.086,566056.535,0.014
427668.086,566061.535,0.001
427668.086,566076.535,0.001
427668.086,566081.535,0.002
427668.086,566096.535,0.005
427668.086,566101.535,0.003
427668.086,566106.535,0.001
427668.086,566111.535,0.003
427668.086,566116.535,0.002
427668.086,566121.535,0.006
427668.086,566126.535,0.005
427668.086,566131.535,0.007
427668.086,566136.535,0.011
427668.086,566141.535,0.006
427668.086,566146.535,0.006
427668.086,566151.535,0.005
427668.086,566166.535,0.01
427668.086,566171.535,0.005
427668.086,566176.535,0.003
427668.086,566181.535,0.003
427668.086,566186.535,0.002
427668.086,566191.535,0.003
427668.086,566196.535,0.003
427668.086,566201.535,0.007
427668.086,566206.535,0.005
427668.086,566211.535,0.007
427668.086,566216.535,0.01
427668.086,566221.535,0.01
427668.086,566226.535,0.014
427668.086,566231.535,0.002
427668.086,566236.535,0.002
427668.086,566241.535,0.001
427668.086,566246.535,0.002
427668.086,566251.535,0.003
427668.086,566256.535,0.02
427668.086,566261.535,0.015
427668.086,566266.535,0.012
427668.086,566271.535,0.016
427668.086,566276.535,0.012
427668.086,566281.535,0.015
427668.086,566286.535,0.017
427668.086,566291.535,0.017
427668.086,566296.535,0.023
427668.086,566301.535,0.029
427668.086,566306.535,0.035
427668.086,566311.535,0.037
427668.086,566316.535,0.072
427668.086,566321.535,0.046
427668.086,566326.535,0.018
427668.086,566331.535,0.021
427668.086,566336.535,0.026
427668.086,566341.535,0.034
427668.086,566346.535,0.042
427668.086,566351.535,0.073
427668.086,566356.535,0.051
427668.086,566361.535,0.043
427668.086,566366.535,0.04
427668.086,566371.535,0.029
427668.086,566376.535,0.018
427668.086,566381.535,0.02
427668.086,566386.535,0.023
427668.086,566391.535,0.025
427668.086,566396.535,0.027
427668.086,566401.535,0.031
427668.086,566406.535,0.011
427668.086,566411.535,0.013
427668.086,566416.535,0.016
427668.086,566421.535,0.018
427668.086,566426.535,0.021
427668.086,566431.535,0.013
427668.086,566436.535,0.023
427668.086,566441.535,0.027
427668.086,566446.535,0.022
427668.086,566451.535,0.017
427668.086,566456.535,0.011
427668.086,566461.535,0.013
427668.086,566466.535,0.015
427668.086,566471.535,0.017
427668.086,566476.535,0.02
427668.086,566481.535,0.009
427668.086,566486.535,0.003
427668.086,566491.535,0.003
427668.086,566496.535,0.002
427668.086,566501.535,0.002
427668.086,566506.535,0.003
427668.086,566511.535,0.004
427668.086,566516.535,0.004
427668.086,566521.535,0.041
427668.086,566526.535,0.076
427668.086,566531.535,0.095
427668.086,566536.535,0.072
427668.086,566541.535,0.041
427668.086,566546.535,0.038
427668.086,566551.535,0.038
427668.086,566556.535,0.027
427668.086,566561.535,0.038
427668.086,566571.535,0.028
427668.086,566576.535,0.065
427668.086,566581.535,0.101
427668.086,566586.535,0.129
427668.086,566591.535,0.172
427668.086,566606.535,0.163
427668.086,566616.535,0.084
427668.086,566636.535,0.039
427668.086,566641.535,0.002
427668.086,566656.535,0.013
427668.086,566661.535,0.006
427668.086,566666.535,0.005
427668.086,566671.535,0.002
427668.086,566676.535,0.002
427668.086,566681.535,0.002
427668.086,566686.535,0.003
427668.086,566691.535,0.004
427668.086,566696.535,0.005
427668.086,566701.535,0.008
427668.086,566706.535,0.032
427668.086,566711.535,0.003
427668.086,566716.535,0.002
427668.086,566721.535,0.102
427668.086,566726.535,0.083
427668.086,566731.535,0.002
427668.086,566746.535,0.16
427668.086,566751.535,0.005
427668.086,566756.535,0.004
427668.086,566761.535,0.003
427668.086,566766.535,0.002
427668.086,566776.535,0.17
427668.086,566781.535,0.007
427668.086,566786.535,0.016
427668.086,566791.535,0.01
427668.086,566796.535,0.013
427668.086,566801.535,0.018
427668.086,566806.535,0.028
427668.086,566811.535,0.024
427668.086,566816.535,0.026
427668.086,566821.535,0.015
427668.086,566826.535,0.002
427668.086,566831.535,0.003
427668.086,566836.535,0.002
427668.086,566841.535,0.002
427668.086,566861.535,0.015
427668.086,566866.535,0.014
427668.086,566871.535,0.005
427668.086,566876.535,0.004
427668.086,566881.535,0.004
427668.086,566886.535,0.003
427668.086,566891.535,0.001
427668.086,566896.535,0.003
427668.086,566901.535,0.003
427668.086,566906.535,0.004
427668.086,566921.535,0.002
427668.086,566926.535,0.005
427668.086,566931.535,0.018
427668.086,566936.535,0.029
427668.086,566941.535,0.047
427668.086,566946.535,0.033
427668.086,566951.535,0.024
427668.086,566956.535,0.003
427668.086,566961.535,0.002
427668.086,566966.535,0.002
427668.086,566986.535,0.018
427668.086,566991.535,0.028
427668.086,566996.535,0.047
427668.086,567001.535,0.057
427668.086,567006.535,0.067
427668.086,567011.535,0.087
427668.086,567016.535,0.097
427668.086,567021.535,0.117
427668.086,567026.535,0.127
427668.086,567056.535,0.134
427668.086,567061.535,0.103
427668.086,567066.535,0.073
427668.086,567071.535,0.036
427668.086,567076.535,0.019
427668.086,567081.535,0.018
427668.086,567086.535,0.007
427668.086,567091.535,0.006
427668.086,567096.535,0.006
427668.086,567101.535,0.005
427673.086,565936.535,0.005
427673.086,565941.535,0.023
427673.086,565946.535,0.055
427673.086,565951.535,0.077
427673.086,565956.535,0.091
427673.086,565976.535,0.175
427673.086,565981.535,0.162
427673.086,565996.535,0.089
427673.086,566001.535,0.09
427673.086,566006.535,0.091
427673.086,566011.535,0.092
427673.086,566016.535,0.094
427673.086,566021.535,0.095
427673.086,566036.535,0.113
427673.086,566041.535,0.131
427673.086,566046.535,0.119
427673.086,566051.535,0.004
427673.086,566056.535,0.002
427673.086,566076.535,0.001
427673.086,566081.535,0.004
427673.086,566096.535,0.006
427673.086,566101.535,0.002
427673.086,566106.535,0.001
427673.086,566111.535,0.003
427673.086,566116.535,0.003
427673.086,566121.535,0.011
427673.086,566126.535,0.006
427673.086,566131.535,0.008
427673.086,566136.535,0.009
427673.086,566141.535,0.006
427673.086,566146.535,0.005
427673.086,566151.535,0.004
427673.086,566166.535,0.012
427673.086,566171.535,0.005
427673.086,566176.535,0.003
427673.086,566181.535,0.002
427673.086,566186.535,0.002
427673.086,566191.535,0.002
427673.086,566196.535,0.005
427673.086,566201.535,0.005
427673.086,566206.535,0.007
427673.086,566211.535,0.006
427673.086,566216.535,0.011
427673.086,566221.535,0.008
427673.086,566226.535,0.012
427673.086,566231.535,0.012
427673.086,566236.535,0.002
427673.086,566241.535,0.001
427673.086,566246.535,0.002
427673.086,566251.535,0.003
427673.086,566256.535,0.021
427673.086,566261.535,0.02
427673.086,566266.535,0.017
427673.086,566281.535,0.033
427673.086,566286.535,0.035
427673.086,566291.535,0.04
427673.086,566296.535,0.048
427673.086,566301.535,0.061
427673.086,566306.535,0.054
427673.086,566311.535,0.048
427673.086,566316.535,0.113
427673.086,566321.535,0.104
427673.086,566326.535,0.074
427673.086,566331.535,0.052
427673.086,566336.535,0.043
427673.086,566341.535,0.044
427673.086,566346.535,0.051
427673.086,566351.535,0.073
427673.086,566356.535,0.06
427673.086,566361.535,0.052
427673.086,566366.535,0.04
427673.086,566371.535,0.032
427673.086,566376.535,0.02
427673.086,566381.535,0.022
427673.086,566386.535,0.024
427673.086,566391.535,0.026
427673.086,566396.535,0.03
427673.086,566401.535,0.006
427673.086,566406.535,0.007
427673.086,566411.535,0.01
427673.086,566416.535,0.013
427673.086,566421.535,0.018
427673.086,566426.535,0.028
427673.086,566431.535,0.029
427673.086,566436.535,0.029
427673.086,566441.535,0.025
427673.086,566446.535,0.022
427673.086,566451.535,0.019
427673.086,566456.535,0.016
427673.086,566461.535,0.019
427673.086,566466.535,0.025
427673.086,566471.535,0.018
427673.086,566476.535,0.003
427673.086,566481.535,0.004
427673.086,566486.535,0.002
427673.086,566491.535,0.002
427673.086,566501.535,0.002
427673.086,566506.535,0.003
427673.086,566511.535,0.003
427673.086,566516.535,0.003
427673.086,566521.535,0.003
427673.086,566526.535,0.003
427673.086,566531.535,0.028
427673.086,566551.535,0.002
427673.086,566566.535,0.002
427673.086,566571.535,0.002
427673.086,566576.535,0.003
427673.086,566581.535,0.025
427673.086,566586.535,0.047
427673.086,566591.535,0.084
427673.086,566606.535,0.086
427673.086,566611.535,0.07
427673.086,566616.535,0.072
427673.086,566621.535,0.007
427673.086,566626.535,0.01
427673.086,566631.535,0.015
427673.086,566636.535,0.028
427673.086,566641.535,0.002
427673.086,566656.535,0.055
427673.086,566661.535,0.006
427673.086,566666.535,0.005
427673.086,566671.535,0.003
427673.086,566676.535,0.003
427673.086,566681.535,0.002
427673.086,566686.535,0.003
427673.086,566691.535,0.004
427673.086,566696.535,0.005
427673.086,566701.535,0.007
427673.086,566706.535,0.026
427673.086,566711.535,0.018
427673.086,566716.535,0.001
427673.086,566721.535,0.059
427673.086,566726.535,0.102
427673.086,566731.535,0.003
427673.086,566736.535,0.002
427673.086,566746.535,0.24
427673.086,566751.535,0.023
427673.086,566756.535,0.004
427673.086,566761.535,0.003
427673.086,566766.535,0.002
427673.086,566776.535,0.187
427673.086,566781.535,0.077
427673.086,566786.535,0.127
427673.086,566791.535,0.014
427673.086,566796.535,0.017
427673.086,566801.535,0.02
427673.086,566806.535,0.025
427673.086,566811.535,0.021
427673.086,566816.535,0.02
427673.086,566821.535,0.011
427673.086,566826.535,0.004
427673.086,566831.535,0.002
427673.086,566851.535,0.002
427673.086,566856.535,0.007
427673.086,566861.535,0.019
427673.086,566866.535,0.006
427673.086,566871.535,0.004
427673.086,566876.535,0.003
427673.086,566881.535,0.003
427673.086,566886.535,0.002
427673.086,566891.535,0.001
427673.086,566896.535,0.003
427673.086,566916.535,0.002
427673.086,566921.535,0.002
427673.086,566926.535,0.002
427673.086,566931.535,0.002
427673.086,566936.535,0.011
427673.086,566941.535,0.025
427673.086,566946.535,0.039
427673.086,566951.535,0.002
427673.086,566956.535,0.002
427673.086,566966.535,0.002
427673.086,566971.535,0.005
427673.086,566976.535,0.007
427673.086,566981.535,0.009
427673.086,566986.535,0.007
427673.086,566991.535,0.008
427673.086,566996.535,0.027
427673.086,567001.535,0.037
427673.086,567006.535,0.057
427673.086,567011.535,0.067
427673.086,567041.535,0.148
427673.086,567046.535,0.116
427673.086,567051.535,0.077
427673.086,567056.535,0.052
427673.086,567061.535,0.013
427673.086,567066.535,0.006
427673.086,567071.535,0.006
427673.086,567076.535,0.006
427673.086,567081.535,0.007
427673.086,567086.535,0.007
427673.086,567091.535,0.007
427673.086,567096.535,0.006
427673.086,567101.535,0.006
427678.086,565926.535,0.028
427678.086,565931.535,0.027
427678.086,565936.535,0.019
427678.086,565941.535,0.022
427678.086,565946.535,0.049
427678.086,565951.535,0.087
427678.086,565956.535,0.105
427678.086,565961.535,0.112
427678.086,565966.535,0.145
427678.086,565971.535,0.164
427678.086,565976.535,0.194
427678.086,565981.535,0.174
427678.086,565996.535,0.101
427678.086,566001.535,0.095
427678.086,566006.535,0.098
427678.086,566011.535,0.111
427678.086,566016.535,0.115
427678.086,566021.535,0.12
427678.086,566026.535,0.13
427678.086,566031.535,0.134
427678.086,566036.535,0.14
427678.086,566041.535,0.089
427678.086,566046.535,0.004
427678.086,566051.535,0.003
427678.086,566056.535,0.003
427678.086,566061.535,0.002
427678.086,566066.535,0.001
427678.086,566071.535,0.001
427678.086,566076.535,0.002
427678.086,566081.535,0.005
427678.086,566096.535,0.007
427678.086,566101.535,0.002
427678.086,566106.535,0.001
427678.086,566111.535,0.002
427678.086,566116.535,0.011
427678.086,566121.535,0.009
427678.086,566126.535,0.007
427678.086,566131.535,0.008
427678.086,566136.535,0.008
427678.086,566141.535,0.006
427678.086,566146.535,0.005
427678.086,566151.535,0.003
427678.086,566166.535,0.013
427678.086,566171.535,0.004
427678.086,566176.535,0.003
427678.086,566181.535,0.003
427678.086,566186.535,0.003
427678.086,566191.535,0.003
427678.086,566196.535,0.003
427678.086,566201.535,0.006
427678.086,566206.535,0.005
427678.086,566211.535,0.008
427678.086,566216.535,0.008
427678.086,566221.535,0.011
427678.086,566226.535,0.01
427678.086,566231.535,0.015
427678.086,566236.535,0.002
427678.086,566241.535,0.001
427678.086,566246.535,0.002
427678.086,566251.535,0.003
427678.086,566256.535,0.024
427678.086,566261.535,0.017
427678.086,566281.535,0.069
427678.086,566286.535,0.066
427678.086,566291.535,0.062
427678.086,566296.535,0.057
427678.086,566301.535,0.063
427678.086,566306.535,0.067
427678.086,566311.535,0.087
427678.086,566316.535,0.147
427678.086,566321.535,0.178
427678.086,566326.535,0.146
427678.086,566331.535,0.116
427678.086,566336.535,0.104
427678.086,566341.535,0.099
427678.086,566346.535,0.096
427678.086,566351.535,0.077
427678.086,566356.535,0.078
427678.086,566361.535,0.072
427678.086,566366.535,0.045
427678.086,566371.535,0.036
427678.086,566376.535,0.024
427678.086,566381.535,0.024
427678.086,566386.535,0.025
427678.086,566391.535,0.029
427678.086,566396.535,0.003
427678.086,566401.535,0.003
427678.086,566406.535,0.003
427678.086,566411.535,0.002
427678.086,566426.535,0.069
427678.086,566431.535,0.051
427678.086,566436.535,0.046
427678.086,566441.535,0.031
427678.086,566446.535,0.021
427678.086,566451.535,0.018
427678.086,566456.535,0.013
427678.086,566461.535,0.012
427678.086,566481.535,0.004
427678.086,566501.535,0.002
427678.086,566506.535,0.002
427678.086,566511.535,0.002
427678.086,566516.535,0.002
427678.086,566521.535,0.002
427678.086,566526.535,0.003
427678.086,566541.535,0.002
427678.086,566546.535,0.002
427678.086,566551.535,0.003
427678.086,566556.535,0.004
427678.086,566571.535,0.003
427678.086,566576.535,0.003
427678.086,566581.535,0.017
427678.086,566586.535,0.04
427678.086,566591.535,0.075
427678.086,566606.535,0.067
427678.086,566611.535,0.093
427678.086,566616.535,0.068
427678.086,566621.535,0.011
427678.086,566626.535,0.014
427678.086,566631.535,0.017
427678.086,566636.535,0.021
427678.086,566641.535,0.003
427678.086,566646.535,0.002
427678.086,566656.535,0.115
427678.086,566661.535,0.02
427678.086,566666.535,0.005
427678.086,566671.535,0.004
427678.086,566676.535,0.003
427678.086,566681.535,0.002
427678.086,566686.535,0.003
427678.086,566691.535,0.004
427678.086,566696.535,0.005
427678.086,566701.535,0.007
427678.086,566706.535,0.02
427678.086,566711.535,0.027
427678.086,566716.535,0.001
427678.086,566721.535,0.002
427678.086,566726.535,0.089
427678.086,566731.535,0.003
427678.086,566736.535,0.002
427678.086,566751.535,0.03
427678.086,566756.535,0.005
427678.086,566761.535,0.004
427678.086,566766.535,0.004
427678.086,566781.535,0.043
427678.086,566786.535,0.1
427678.086,566791.535,0.05
427678.086,566796.535,0.02
427678.086,566801.535,0.023
427678.086,566806.535,0.025
427678.086,566811.535,0.024
427678.086,566816.535,0.029
427678.086,566821.535,0.013
427678.086,566841.535,0.007
427678.086,566846.535,0.006
427678.086,566851.535,0.008
427678.086,566856.535,0.011
427678.086,566861.535,0.015
427678.086,566866.535,0.003
427678.086,566871.535,0.003
427678.086,566876.535,0.002
427678.086,566881.535,0.002
427678.086,566886.535,0.002
427678.086,566906.535,0.002
427678.086,566911.535,0.002
427678.086,566916.535,0.003
427678.086,566921.535,0.003
427678.086,566926.535,0.003
427678.086,566931.535,0.003
427678.086,566936.535,0.008
427678.086,566941.535,0.02
427678.086,566946.535,0.042
427678.086,566951.535,0.001
427678.086,566966.535,0.002
427678.086,566971.535,0.003
427678.086,566976.535,0.004
427678.086,566981.535,0.004
427678.086,566986.535,0.005
427678.086,566991.535,0.005
427678.086,566996.535,0.007
427678.086,567001.535,0.017
427678.086,567016.535,0.224
427678.086,567026.535,0.161
427678.086,567031.535,0.119
427678.086,567036.535,0.09
427678.086,567041.535,0.056
427678.086,567046.535,0.025
427678.086,567051.535,0.005
427678.086,567056.535,0.005
427678.086,567061.535,0.005
427678.086,567066.535,0.005
427678.086,567071.535,0.005
427678.086,567076.535,0.006
427678.086,567081.535,0.006
427678.086,567086.535,0.007
427678.086,567091.535,0.007
427678.086,567096.535,0.006
427678.086,567101.535,0.004
427683.086,565936.535,0.016
427683.086,565941.535,0.018
427683.086,565946.535,0.044
427683.086,565951.535,0.088
427683.086,565956.535,0.123
427683.086,565961.535,0.153
427683.086,565966.535,0.175
427683.086,565971.535,0.195
427683.086,565976.535,0.227
427683.086,565981.535,0.177
427683.086,565986.535,0.136
427683.086,565991.535,0.118
427683.086,565996.535,0.113
427683.086,566001.535,0.108
427683.086,566006.535,0.112
427683.086,566011.535,0.118
427683.086,566016.535,0.121
427683.086,566021.535,0.13
427683.086,566036.535,0.005
427683.086,566041.535,0.004
427683.086,566046.535,0.004
427683.086,566051.535,0.003
427683.086,566056.535,0.002
427683.086,566061.535,0.001
427683.086,566066.535,0.002
427683.086,566071.535,0.004
427683.086,566076.535,0.005
427683.086,566081.535,0.005
427683.086,566086.535,0.007
427683.086,566091.535,0.004
427683.086,566096.535,0.005
427683.086,566101.535,0.002
427683.086,566106.535,0.001
427683.086,566111.535,0.002
427683.086,566116.535,0.015
427683.086,566121.535,0.008
427683.086,566126.535,0.007
427683.086,566131.535,0.007
427683.086,566136.535,0.007
427683.086,566141.535,0.005
427683.086,566146.535,0.005
427683.086,566151.535,0.003
427683.086,566166.535,0.014
427683.086,566171.535,0.004
427683.086,566176.535,0.004
427683.086,566181.535,0.004
427683.086,566186.535,0.004
427683.086,566191.535,0.004
427683.086,566196.535,0.004
427683.086,566201.535,0.005
427683.086,566206.535,0.004
427683.086,566211.535,0.005
427683.086,566216.535,0.009
427683.086,566221.535,0.008
427683.086,566226.535,0.012
427683.086,566231.535,0.011
427683.086,566236.535,0.011
427683.086,566241.535,0.001
427683.086,566246.535,0.002
427683.086,566251.535,0.003
427683.086,566256.535,0.021
427683.086,566261.535,0.019
427683.086,566266.535,0.006
427683.086,566281.535,0.117
427683.086,566286.535,0.102
427683.086,566291.535,0.056
427683.086,566296.535,0.029
427683.086,566316.535,0.104
427683.086,566351.535,0.067
427683.086,566366.535,0.046
427683.086,566371.535,0.037
427683.086,566376.535,0.024
427683.086,566381.535,0.02
427683.086,566386.535,0.017
427683.086,566391.535,0.002
427683.086,566406.535,0.002
427683.086,566411.535,0.002
427683.086,566416.535,0.002
427683.086,566421.535,0.002
427683.086,566441.535,0.033
427683.086,566446.535,0.023
427683.086,566451.535,0.018
427683.086,566456.535,0.011
427683.086,566461.535,0.008
427683.086,566476.535,0.102
427683.086,566481.535,0.002
427683.086,566486.535,0.001
427683.086,566491.535,0.003
427683.086,566506.535,0.002
427683.086,566511.535,0.003
427683.086,566516.535,0.003
427683.086,566521.535,0.003
427683.086,566526.535,0.005
427683.086,566541.535,0.004
427683.086,566546.535,0.002
427683.086,566551.535,0.003
427683.086,566556.535,0.006
427683.086,566576.535,0.003
427683.086,566581.535,0.012
427683.086,566586.535,0.038
427683.086,566591.535,0.075
427683.086,566601.535,0.002
427683.086,566606.535,0.061
427683.086,566611.535,0.103
427683.086,566616.535,0.062
427683.086,566621.535,0.012
427683.086,566626.535,0.014
427683.086,566631.535,0.016
427683.086,566636.535,0.016
427683.086,566641.535,0.004
427683.086,566646.535,0.003
427683.086,566661.535,0.019
427683.086,566666.535,0.005
427683.086,566671.535,0.004
427683.086,566676.535,0.003
427683.086,566681.535,0.002
427683.086,566686.535,0.003
427683.086,566691.535,0.004
427683.086,566696.535,0.005
427683.086,566701.535,0.006
427683.086,566706.535,0.016
427683.086,566711.535,0.032
427683.086,566716.535,0.002
427683.086,566721.535,0.002
427683.086,566726.535,0.112
427683.086,566731.535,0.003
427683.086,566736.535,0.002
427683.086,566751.535,0.104
427683.086,566756.535,0.006
427683.086,566761.535,0.007
427683.086,566766.535,0.002
427683.086,566771.535,0.002
427683.086,566781.535,0.032
427683.086,566786.535,0.074
427683.086,566791.535,0.098
427683.086,566796.535,0.026
427683.086,566801.535,0.03
427683.086,566806.535,0.039
427683.086,566811.535,0.026
427683.086,566831.535,0.006
427683.086,566836.535,0.005
427683.086,566841.535,0.007
427683.086,566846.535,0.007
427683.086,566851.535,0.008
427683.086,566856.535,0.008
427683.086,566861.535,0.004
427683.086,566866.535,0.002
427683.086,566871.535,0.002
427683.086,566876.535,0.002
427683.086,566896.535,0.002
427683.086,566901.535,0.002
427683.086,566906.535,0.003
427683.086,566911.535,0.003
427683.086,566916.535,0.004
427683.086,566921.535,0.004
427683.086,566926.535,0.004
427683.086,566931.535,0.004
427683.086,566936.535,0.007
427683.086,566941.535,0.018
427683.086,566946.535,0.043
427683.086,566951.535,0.002
427683.086,566956.535,0.002
427683.086,566961.535,0.001
427683.086,566966.535,0.002
427683.086,566971.535,0.003
427683.086,566976.535,0.003
427683.086,566981.535,0.003
427683.086,566986.535,0.004
427683.086,566991.535,0.003
427683.086,566996.535,0.004
427683.086,567016.535,0.136
427683.086,567021.535,0.105
427683.086,567026.535,0.07
427683.086,567031.535,0.039
427683.086,567036.535,0.004
427683.086,567041.535,0.004
427683.086,567046.535,0.005
427683.086,567051.535,0.005
427683.086,567056.535,0.005
427683.086,567061.535,0.005
427683.086,567066.535,0.005
427683.086,567071.535,0.005
427683.086,567076.535,0.005
427683.086,567081.535,0.005
427683.086,567086.535,0.006
427683.086,567091.535,0.008
427683.086,567096.535,0.008
427683.086,567101.535,0.009
427688.086,565941.535,0.011
427688.086,565946.535,0.041
427688.086,565951.535,0.087
427688.086,565956.535,0.135
427688.086,565961.535,0.183
427688.086,565981.535,0.17
427688.086,565986.535,0.163
427688.086,565991.535,0.145
427688.086,565996.535,0.132
427688.086,566001.535,0.127
427688.086,566006.535,0.132
427688.086,566011.535,0.14
427688.086,566016.535,0.145
427688.086,566021.535,0.152
427688.086,566041.535,0.005
427688.086,566046.535,0.003
427688.086,566051.535,0.002
427688.086,566056.535,0.001
427688.086,566061.535,0.002
427688.086,566081.535,0.003
427688.086,566086.535,0.01
427688.086,566091.535,0.004
427688.086,566096.535,0.004
427688.086,566101.535,0.002
427688.086,566106.535,0.001
427688.086,566111.535,0.005
427688.086,566116.535,0.017
427688.086,566121.535,0.008
427688.086,566126.535,0.007
427688.086,566131.535,0.007
427688.086,566136.535,0.006
427688.086,566141.535,0.005
