XCen,YCen,Depth
427948.086,566961.535,0.011
427948.086,566966.535,0.009
427948.086,566971.535,0.014
427948.086,566976.535,0.014
427948.086,566981.535,0.016
427948.086,566986.535,0.017
427948.086,566991.535,0.018
427948.086,566996.535,0.015
427948.086,567001.535,0.003
427948.086,567006.535,0.005
427948.086,567011.535,0.004
427948.086,567026.535,0.016
427948.086,567036.535,0.048
427948.086,567041.535,0.033
427948.086,567046.535,0.047
427948.086,567051.535,0.028
427948.086,567056.535,0.024
427948.086,567061.535,0.004
427948.086,567066.535,0.004
427948.086,567071.535,0.004
427948.086,567076.535,0.005
427948.086,567081.535,0.004
427948.086,567096.535,0.008
427948.086,567101.535,0.005
427953.086,565926.535,0.024
427953.086,565931.535,0.025
427953.086,565936.535,0.036
427953.086,565941.535,0.056
427953.086,565946.535,0.066
427953.086,565951.535,0.076
427953.086,565956.535,0.086
427953.086,565961.535,0.096
427953.086,565966.535,0.096
427953.086,565971.535,0.096
427953.086,565976.535,0.086
427953.086,565981.535,0.076
427953.086,565986.535,0.066
427953.086,565991.535,0.037
427953.086,565996.535,0.025
427953.086,566001.535,0.021
427953.086,566006.535,0.003
427953.086,566011.535,0.002
427953.086,566016.535,0.001
427953.086,566021.535,0.003
427953.086,566026.535,0.003
427953.086,566076.535,0.005
427953.086,566081.535,0.025
427953.086,566086.535,0.046
427953.086,566091.535,0.019
427953.086,566096.535,0.012
427953.086,566101.535,0.014
427953.086,566106.535,0.025
427953.086,566111.535,0.046
427953.086,566116.535,0.046
427953.086,566121.535,0.046
427953.086,566126.535,0.038
427953.086,566131.535,0.012
427953.086,566136.535,0.004
427953.086,566141.535,0.004
427953.086,566146.535,0.002
427953.086,566151.535,0.007
427953.086,566156.535,0.004
427953.086,566161.535,0.003
427953.086,566166.535,0.003
427953.086,566171.535,0.002
427953.086,566176.535,0.002
427953.086,566181.535,0.003
427953.086,566186.535,0.003
427953.086,566191.535,0.002
427953.086,566196.535,0.003
427953.086,566201.535,0.003
427953.086,566206.535,0.005
427953.086,566211.535,0.004
427953.086,566216.535,0.012
427953.086,566221.535,0.005
427953.086,566226.535,0.003
427953.086,566231.535,0.004
427953.086,566236.535,0.005
427953.086,566241.535,0.01
427953.086,566246.535,0.003
427953.086,566251.535,0.001
427953.086,566256.535,0.004
427953.086,566261.535,0.129
427953.086,566266.535,0.339
427953.086,566271.535,0.001
427953.086,566276.535,0.001
427953.086,566281.535,0.001
427953.086,566286.535,0.007
427953.086,566291.535,0.007
427953.086,566296.535,0.007
427953.086,566301.535,0.008
427953.086,566306.535,0.681
427953.086,566311.535,0.617
427953.086,566316.535,0.56
427953.086,566321.535,0.48
427953.086,566326.535,0.381
427953.086,566331.535,0.28
427953.086,566336.535,0.18
427953.086,566341.535,0.078
427953.086,566346.535,0.036
427953.086,566351.535,0.064
427953.086,566356.535,0.094
427953.086,566371.535,0.023
427953.086,566376.535,0.014
427953.086,566381.535,0.004
427953.086,566386.535,0.005
427953.086,566391.535,0.006
427953.086,566396.535,0.008
427953.086,566401.535,0.004
427953.086,566406.535,0.001
427953.086,566411.535,0.003
427953.086,566416.535,0.003
427953.086,566421.535,0.004
427953.086,566426.535,0.007
427953.086,566431.535,0.008
427953.086,566436.535,0.009
427953.086,566441.535,0.015
427953.086,566446.535,0.012
427953.086,566451.535,0.01
427953.086,566456.535,0.008
427953.086,566461.535,0.007
427953.086,566476.535,0.014
427953.086,566481.535,0.008
427953.086,566486.535,0.008
427953.086,566491.535,0.007
427953.086,566496.535,0.006
427953.086,566501.535,0.005
427953.086,566506.535,0.005
427953.086,566511.535,0.004
427953.086,566516.535,0.003
427953.086,566521.535,0.014
427953.086,566526.535,0.026
427953.086,566531.535,0.053
427953.086,566541.535,0.039
427953.086,566556.535,0.063
427953.086,566561.535,0.072
427953.086,566566.535,0.113
427953.086,566571.535,0.159
427953.086,566576.535,0.176
427953.086,566581.535,0.1
427953.086,566586.535,0.031
427953.086,566591.535,0.004
427953.086,566596.535,0.002
427953.086,566601.535,0.004
427953.086,566606.535,0.006
427953.086,566611.535,0.005
427953.086,566616.535,0.006
427953.086,566621.535,0.007
427953.086,566626.535,0.007
427953.086,566631.535,0.006
427953.086,566636.535,0.005
427953.086,566641.535,0.002
427953.086,566686.535,0.009
427953.086,566691.535,0.014
427953.086,566696.535,0.004
427953.086,566701.535,0.003
427953.086,566706.535,0.003
427953.086,566711.535,0.002
427953.086,566766.535,0.001
427953.086,566771.535,0.218
427953.086,566776.535,0.003
427953.086,566781.535,0.236
427953.086,566786.535,0.169
427953.086,566791.535,0.061
427953.086,566796.535,0.09
427953.086,566801.535,0.103
427953.086,566806.535,0.002
427953.086,566811.535,0.003
427953.086,566816.535,0.002
427953.086,566831.535,0.056
427953.086,566836.535,0.005
427953.086,566841.535,0.004
427953.086,566846.535,0.003
427953.086,566851.535,0.002
427953.086,566861.535,0.167
427953.086,566866.535,0.097
427953.086,566871.535,0.049
427953.086,566876.535,0.019
427953.086,566881.535,0.016
427953.086,566886.535,0.012
427953.086,566891.535,0.018
427953.086,566896.535,0.035
427953.086,566901.535,0.01
427953.086,566906.535,0.012
427953.086,566911.535,0.015
427953.086,566916.535,0.017
427953.086,566921.535,0.02
427953.086,566926.535,0.026
427953.086,566931.535,0.019
427953.086,566951.535,0.01
427953.086,566956.535,0.008
427953.086,566961.535,0.012
427953.086,566966.535,0.012
427953.086,566971.535,0.015
427953.086,566976.535,0.015
427953.086,566981.535,0.016
427953.086,566986.535,0.016
427953.086,566991.535,0.015
427953.086,566996.535,0.012
427953.086,567001.535,0.005
427953.086,567006.535,0.005
427953.086,567011.535,0.005
427953.086,567026.535,0.027
427953.086,567031.535,0.023
427953.086,567036.535,0.034
427953.086,567041.535,0.024
427953.086,567046.535,0.025
427953.086,567051.535,0.012
427953.086,567056.535,0.013
427953.086,567061.535,0.003
427953.086,567066.535,0.002
427953.086,567076.535,0.006
427953.086,567081.535,0.005
427953.086,567086.535,0.006
427953.086,567091.535,0.005
427953.086,567096.535,0.005
427953.086,567101.535,0.005
427958.086,565926.535,0.015
427958.086,565931.535,0.025
427958.086,565936.535,0.036
427958.086,565941.535,0.046
427958.086,565946.535,0.066
427958.086,565951.535,0.076
427958.086,565956.535,0.086
427958.086,565961.535,0.096
427958.086,565966.535,0.106
427958.086,565971.535,0.096
427958.086,565976.535,0.086
427958.086,565981.535,0.076
427958.086,565986.535,0.055
427958.086,565991.535,0.018
427958.086,565996.535,0.019
427958.086,566001.535,0.018
427958.086,566006.535,0.012
427958.086,566011.535,0.003
427958.086,566016.535,0.003
427958.086,566021.535,0.003
427958.086,566026.535,0.002
427958.086,566031.535,0.002
427958.086,566036.535,0.004
427958.086,566071.535,0.002
427958.086,566076.535,0.011
427958.086,566081.535,0.032
427958.086,566086.535,0.033
427958.086,566091.535,0.018
427958.086,566096.535,0.012
427958.086,566101.535,0.013
427958.086,566106.535,0.034
427958.086,566111.535,0.045
427958.086,566116.535,0.045
427958.086,566121.535,0.046
427958.086,566126.535,0.028
427958.086,566131.535,0.01
427958.086,566136.535,0.037
427958.086,566141.535,0.088
427958.086,566146.535,0.037
427958.086,566151.535,0.005
427958.086,566156.535,0.002
427958.086,566161.535,0.01
427958.086,566166.535,0.072
427958.086,566171.535,0.005
427958.086,566176.535,0.003
427958.086,566181.535,0.002
427958.086,566186.535,0.001
427958.086,566191.535,0.001
427958.086,566196.535,0.003
427958.086,566201.535,0.004
427958.086,566206.535,0.004
427958.086,566211.535,0.009
427958.086,566216.535,0.009
427958.086,566221.535,0.005
427958.086,566226.535,0.005
427958.086,566231.535,0.003
427958.086,566236.535,0.005
427958.086,566241.535,0.007
427958.086,566246.535,0.003
427958.086,566251.535,0.006
427958.086,566256.535,0.007
427958.086,566261.535,0.006
427958.086,566266.535,0.059
427958.086,566271.535,0.005
427958.086,566276.535,0.003
427958.086,566281.535,0.017
427958.086,566286.535,0.011
427958.086,566291.535,0.008
427958.086,566296.535,0.007
427958.086,566301.535,0.008
427958.086,566306.535,0.007
427958.086,566311.535,0.007
427958.086,566316.535,0.452
427958.086,566321.535,0.639
427958.086,566326.535,0.54
427958.086,566331.535,0.44
427958.086,566336.535,0.351
427958.086,566341.535,0.263
427958.086,566346.535,0.162
427958.086,566351.535,0.081
427958.086,566356.535,0.074
427958.086,566361.535,0.027
427958.086,566366.535,0.016
427958.086,566371.535,0.021
427958.086,566376.535,0.011
427958.086,566381.535,0.009
427958.086,566386.535,0.004
427958.086,566401.535,0.045
427958.086,566406.535,0.003
427958.086,566411.535,0.002
427958.086,566416.535,0.003
427958.086,566421.535,0.004
427958.086,566426.535,0.006
427958.086,566431.535,0.008
427958.086,566436.535,0.015
427958.086,566441.535,0.017
427958.086,566446.535,0.011
427958.086,566451.535,0.009
427958.086,566456.535,0.007
427958.086,566461.535,0.005
427958.086,566476.535,0.017
427958.086,566481.535,0.008
427958.086,566486.535,0.008
427958.086,566491.535,0.008
427958.086,566496.535,0.008
427958.086,566501.535,0.009
427958.086,566506.535,0.011
427958.086,566511.535,0.015
427958.086,566516.535,0.022
427958.086,566521.535,0.032
427958.086,566526.535,0.032
427958.086,566546.535,0.016
427958.086,566551.535,0.036
427958.086,566556.535,0.06
427958.086,566561.535,0.076
427958.086,566566.535,0.106
427958.086,566571.535,0.154
427958.086,566576.535,0.1
427958.086,566581.535,0.034
427958.086,566586.535,0.003
427958.086,566591.535,0.005
427958.086,566596.535,0.006
427958.086,566601.535,0.005
427958.086,566611.535,0.01
427958.086,566616.535,0.007
427958.086,566621.535,0.007
427958.086,566626.535,0.007
427958.086,566631.535,0.006
427958.086,566636.535,0.004
427958.086,566641.535,0.003
427958.086,566646.535,0.002
427958.086,566686.535,0.012
427958.086,566691.535,0.013
427958.086,566696.535,0.005
427958.086,566701.535,0.004
427958.086,566706.535,0.003
427958.086,566711.535,0.003
427958.086,566716.535,0.002
427958.086,566771.535,0.002
427958.086,566776.535,0.005
427958.086,566781.535,0.027
427958.086,566786.535,0.022
427958.086,566791.535,0.041
427958.086,566796.535,0.088
427958.086,566801.535,0.062
427958.086,566806.535,0.004
427958.086,566811.535,0.003
427958.086,566816.535,0.002
427958.086,566826.535,0.342
427958.086,566831.535,0.145
427958.086,566836.535,0.005
427958.086,566841.535,0.004
427958.086,566846.535,0.003
427958.086,566851.535,0.002
427958.086,566866.535,0.082
427958.086,566871.535,0.047
427958.086,566876.535,0.019
427958.086,566881.535,0.018
427958.086,566886.535,0.018
427958.086,566891.535,0.022
427958.086,566896.535,0.03
427958.086,566901.535,0.015
427958.086,566906.535,0.018
427958.086,566911.535,0.021
427958.086,566916.535,0.027
427958.086,566921.535,0.02
427958.086,566946.535,0.012
427958.086,566951.535,0.01
427958.086,566956.535,0.011
427958.086,566961.535,0.013
427958.086,566966.535,0.014
427958.086,566971.535,0.015
427958.086,566976.535,0.015
427958.086,566981.535,0.015
427958.086,566986.535,0.014
427958.086,566991.535,0.013
427958.086,566996.535,0.01
427958.086,567001.535,0.006
427958.086,567006.535,0.006
427958.086,567011.535,0.009
427958.086,567016.535,0.016
427958.086,567021.535,0.017
427958.086,567026.535,0.023
427958.086,567031.535,0.025
427958.086,567036.535,0.026
427958.086,567041.535,0.021
427958.086,567046.535,0.005
427958.086,567051.535,0.003
427958.086,567056.535,0.003
427958.086,567061.535,0.002
427958.086,567076.535,0.002
427958.086,567081.535,0.001
427958.086,567096.535,0.005
427958.086,567101.535,0.005
427963.086,565926.535,0.016
427963.086,565931.535,0.026
427963.086,565936.535,0.036
427963.086,565941.535,0.046
427963.086,565946.535,0.066
427963.086,565951.535,0.076
427963.086,565956.535,0.086
427963.086,565961.535,0.096
427963.086,565966.535,0.096
427963.086,565971.535,0.086
427963.086,565976.535,0.076
427963.086,565981.535,0.065
427963.086,565986.535,0.028
427963.086,565991.535,0.02
427963.086,565996.535,0.025
427963.086,566001.535,0.028
427963.086,566006.535,0.031
427963.086,566011.535,0.04
427963.086,566016.535,0.056
427963.086,566021.535,0.07
427963.086,566026.535,0.129
427963.086,566031.535,0.004
427963.086,566036.535,0.004
427963.086,566041.535,0.002
427963.086,566046.535,0.002
427963.086,566051.535,0.002
427963.086,566071.535,0.002
427963.086,566076.535,0.016
427963.086,566081.535,0.037
427963.086,566086.535,0.03
427963.086,566091.535,0.005
427963.086,566096.535,0.002
427963.086,566101.535,0.013
427963.086,566106.535,0.043
427963.086,566111.535,0.054
427963.086,566116.535,0.054
427963.086,566121.535,0.045
427963.086,566126.535,0.017
427963.086,566131.535,0.02
427963.086,566136.535,0.026
427963.086,566141.535,0.099
427963.086,566146.535,0.047
427963.086,566151.535,0.019
427963.086,566156.535,0.018
427963.086,566161.535,0.007
427963.086,566166.535,0.002
427963.086,566171.535,0.002
427963.086,566176.535,0.003
427963.086,566181.535,0.003
427963.086,566186.535,0.002
427963.086,566191.535,0.001
427963.086,566196.535,0.003
427963.086,566201.535,0.004
427963.086,566206.535,0.004
427963.086,566211.535,0.016
427963.086,566216.535,0.005
427963.086,566221.535,0.005
427963.086,566226.535,0.005
427963.086,566231.535,0.005
427963.086,566236.535,0.005
427963.086,566241.535,0.003
427963.086,566246.535,0.004
427963.086,566251.535,0.004
427963.086,566256.535,0.005
427963.086,566261.535,0.005
427963.086,566266.535,0.005
427963.086,566271.535,0.005
427963.086,566276.535,0.016
427963.086,566281.535,0.017
427963.086,566286.535,0.001
427963.086,566291.535,0.003
427963.086,566296.535,0.005
427963.086,566301.535,0.007
427963.086,566306.535,0.006
427963.086,566311.535,0.006
427963.086,566316.535,0.005
427963.086,566321.535,0.006
427963.086,566326.535,0.422
427963.086,566331.535,0.629
427963.086,566336.535,0.528
427963.086,566341.535,0.454
427963.086,566346.535,0.366
427963.086,566351.535,0.169
427963.086,566356.535,0.143
427963.086,566361.535,0.071
427963.086,566366.535,0.063
427963.086,566371.535,0.064
427963.086,566376.535,0.054
427963.086,566381.535,0.055
427963.086,566386.535,0.042
427963.086,566391.535,0.004
427963.086,566396.535,0.002
427963.086,566401.535,0.105
427963.086,566406.535,0.155
427963.086,566411.535,0.002
427963.086,566416.535,0.003
427963.086,566421.535,0.004
427963.086,566426.535,0.005
427963.086,566431.535,0.011
427963.086,566436.535,0.021
427963.086,566441.535,0.014
427963.086,566446.535,0.01
427963.086,566451.535,0.008
427963.086,566456.535,0.006
427963.086,566461.535,0.004
427963.086,566476.535,0.02
427963.086,566481.535,0.009
427963.086,566486.535,0.008
427963.086,566491.535,0.009
427963.086,566496.535,0.01
427963.086,566501.535,0.014
427963.086,566506.535,0.014
427963.086,566511.535,0.017
427963.086,566516.535,0.021
427963.086,566526.535,0.148
427963.086,566536.535,0.025
427963.086,566541.535,0.022
427963.086,566546.535,0.03
427963.086,566551.535,0.042
427963.086,566556.535,0.057
427963.086,566561.535,0.069
427963.086,566566.535,0.097
427963.086,566571.535,0.094
427963.086,566576.535,0.051
427963.086,566581.535,0.029
427963.086,566586.535,0.003
427963.086,566606.535,0.014
427963.086,566611.535,0.014
427963.086,566616.535,0.007
427963.086,566621.535,0.007
427963.086,566626.535,0.007
427963.086,566631.535,0.005
427963.086,566636.535,0.004
427963.086,566641.535,0.003
427963.086,566646.535,0.003
427963.086,566651.535,0.003
427963.086,566681.535,0.009
427963.086,566686.535,0.013
427963.086,566691.535,0.01
427963.086,566696.535,0.005
427963.086,566701.535,0.005
427963.086,566706.535,0.004
427963.086,566711.535,0.003
427963.086,566716.535,0.003
427963.086,566721.535,0.002
427963.086,566726.535,0.002
427963.086,566771.535,0.001
427963.086,566776.535,0.006
427963.086,566781.535,0.004
427963.086,566786.535,0.006
427963.086,566791.535,0.046
427963.086,566796.535,0.076
427963.086,566801.535,0.086
427963.086,566806.535,0.004
427963.086,566811.535,0.004
427963.086,566816.535,0.003
427963.086,566821.535,0.002
427963.086,566831.535,0.255
427963.086,566836.535,0.09
427963.086,566841.535,0.004
427963.086,566846.535,0.003
427963.086,566851.535,0.002
427963.086,566866.535,0.094
427963.086,566871.535,0.05
427963.086,566876.535,0.019
427963.086,566881.535,0.019
427963.086,566886.535,0.02
427963.086,566891.535,0.023
427963.086,566896.535,0.026
427963.086,566901.535,0.017
427963.086,566906.535,0.018
427963.086,566911.535,0.021
427963.086,566936.535,0.01
427963.086,566941.535,0.008
427963.086,566946.535,0.012
427963.086,566951.535,0.012
427963.086,566956.535,0.013
427963.086,566961.535,0.015
427963.086,566966.535,0.016
427963.086,566971.535,0.017
427963.086,566976.535,0.016
427963.086,566981.535,0.014
427963.086,566986.535,0.013
427963.086,566991.535,0.012
427963.086,566996.535,0.01
427963.086,567001.535,0.008
427963.086,567006.535,0.01
427963.086,567011.535,0.012
427963.086,567016.535,0.014
427963.086,567021.535,0.018
427963.086,567026.535,0.02
427963.086,567031.535,0.019
427963.086,567036.535,0.019
427963.086,567041.535,0.01
427963.086,567046.535,0.003
427963.086,567051.535,0.003
427963.086,567056.535,0.002
427963.086,567061.535,0.002
427963.086,567071.535,0.004
427963.086,567076.535,0.003
427963.086,567081.535,0.002
427963.086,567096.535,0.007
427963.086,567101.535,0.004
427968.086,565926.535,0.016
427968.086,565931.535,0.026
427968.086,565936.535,0.036
427968.086,565941.535,0.046
427968.086,565946.535,0.056
427968.086,565951.535,0.066
427968.086,565956.535,0.076
427968.086,565961.535,0.076
427968.086,565966.535,0.086
427968.086,565971.535,0.076
427968.086,565976.535,0.066
427968.086,565981.535,0.045
427968.086,565986.535,0.017
427968.086,565991.535,0.021
427968.086,565996.535,0.023
427968.086,566001.535,0.023
427968.086,566006.535,0.027
427968.086,566011.535,0.028
427968.086,566016.535,0.023
427968.086,566021.535,0.015
427968.086,566026.535,0.218
427968.086,566031.535,0.37
427968.086,566036.535,0.349
427968.086,566041.535,0.249
427968.086,566046.535,0.003
427968.086,566051.535,0.003
427968.086,566056.535,0.002
427968.086,566061.535,0.002
427968.086,566066.535,0.001
427968.086,566071.535,0.003
427968.086,566076.535,0.019
427968.086,566081.535,0.042
427968.086,566086.535,0.016
427968.086,566091.535,0.004
427968.086,566096.535,0.002
427968.086,566101.535,0.02
427968.086,566106.535,0.051
427968.086,566111.535,0.052
427968.086,566116.535,0.053
427968.086,566121.535,0.014
427968.086,566126.535,0.014
427968.086,566131.535,0.022
427968.086,566136.535,0.026
427968.086,566141.535,0.079
427968.086,566146.535,0.047
427968.086,566151.535,0.02
427968.086,566156.535,0.025
427968.086,566161.535,0.03
427968.086,566166.535,0.025
427968.086,566171.535,0.019
427968.086,566176.535,0.004
427968.086,566181.535,0.004
427968.086,566186.535,0.004
427968.086,566191.535,0.003
427968.086,566196.535,0.004
427968.086,566201.535,0.003
427968.086,566206.535,0.004
427968.086,566211.535,0.013
427968.086,566216.535,0.004
427968.086,566221.535,0.005
427968.086,566226.535,0.005
427968.086,566231.535,0.005
427968.086,566236.535,0.005
427968.086,566241.535,0.005
427968.086,566246.535,0.005
427968.086,566251.535,0.003
427968.086,566256.535,0.004
427968.086,566261.535,0.004
427968.086,566266.535,0.004
427968.086,566271.535,0.024
427968.086,566276.535,0.013
427968.086,566281.535,0.003
427968.086,566286.535,0.002
427968.086,566291.535,0.004
427968.086,566296.535,0.006
427968.086,566301.535,0.009
427968.086,566306.535,0.005
427968.086,566311.535,0.005
427968.086,566316.535,0.004
427968.086,566321.535,0.006
427968.086,566326.535,0.007
427968.086,566331.535,0.007
427968.086,566336.535,0.175
427968.086,566341.535,0.658
427968.086,566346.535,0.582
427968.086,566351.535,0.356
427968.086,566356.535,0.334
427968.086,566361.535,0.192
427968.086,566366.535,0.183
427968.086,566371.535,0.184
427968.086,566376.535,0.174
427968.086,566381.535,0.174
427968.086,566386.535,0.008
427968.086,566391.535,0.002
427968.086,566411.535,0.003
427968.086,566416.535,0.004
427968.086,566421.535,0.004
427968.086,566426.535,0.005
427968.086,566431.535,0.022
427968.086,566436.535,0.016
427968.086,566441.535,0.012
427968.086,566446.535,0.009
427968.086,566451.535,0.007
427968.086,566456.535,0.005
427968.086,566461.535,0.004
427968.086,566476.535,0.024
427968.086,566481.535,0.013
427968.086,566486.535,0.014
427968.086,566491.535,0.017
427968.086,566496.535,0.021
427968.086,566501.535,0.031
427968.086,566506.535,0.036
427968.086,566511.535,0.028
427968.086,566531.535,0.028
427968.086,566536.535,0.029
427968.086,566541.535,0.031
427968.086,566546.535,0.037
427968.086,566551.535,0.046
427968.086,566556.535,0.058
427968.086,566561.535,0.066
427968.086,566566.535,0.077
427968.086,566571.535,0.065
427968.086,566576.535,0.045
427968.086,566581.535,0.023
427968.086,566586.535,0.005
427968.086,566591.535,0.005
427968.086,566596.535,0.007
427968.086,566601.535,0.009
427968.086,566606.535,0.015
427968.086,566616.535,0.011
427968.086,566621.535,0.007
427968.086,566626.535,0.006
427968.086,566631.535,0.005
427968.086,566636.535,0.004
427968.086,566641.535,0.002
427968.086,566646.535,0.005
427968.086,566651.535,0.004
427968.086,566671.535,0.002
427968.086,566676.535,0.004
427968.086,566681.535,0.015
427968.086,566686.535,0.011
427968.086,566691.535,0.009
427968.086,566696.535,0.005
427968.086,566701.535,0.005
427968.086,566706.535,0.005
427968.086,566711.535,0.004
427968.086,566716.535,0.003
427968.086,566721.535,0.003
427968.086,566726.535,0.002
427968.086,566771.535,0.002
427968.086,566776.535,0.002
427968.086,566781.535,0.007
427968.086,566786.535,0.004
427968.086,566791.535,0.048
427968.086,566796.535,0.102
427968.086,566801.535,0.084
427968.086,566806.535,0.097
427968.086,566811.535,0.004
427968.086,566816.535,0.003
427968.086,566821.535,0.002
427968.086,566836.535,0.249
427968.086,566841.535,0.142
427968.086,566846.535,0.034
427968.086,566851.535,0.003
427968.086,566856.535,0.002
427968.086,566866.535,0.267
427968.086,566871.535,0.107
427968.086,566876.535,0.058
427968.086,566881.535,0.022
427968.086,566886.535,0.021
427968.086,566891.535,0.023
427968.086,566896.535,0.024
427968.086,566901.535,0.017
427968.086,566906.535,0.02
427968.086,566916.535,0.002
427968.086,566926.535,0.012
427968.086,566931.535,0.01
427968.086,566936.535,0.015
427968.086,566941.535,0.017
427968.086,566946.535,0.023
427968.086,566951.535,0.025
427968.086,566956.535,0.03
427968.086,566961.535,0.034
427968.086,566966.535,0.039
427968.086,566971.535,0.051
427968.086,566976.535,0.049
427968.086,566981.535,0.042
427968.086,566986.535,0.055
427968.086,566991.535,0.052
427968.086,566996.535,0.051
427968.086,567001.535,0.062
427968.086,567006.535,0.012
427968.086,567011.535,0.014
427968.086,567016.535,0.015
427968.086,567021.535,0.017
427968.086,567026.535,0.017
427968.086,567031.535,0.015
427968.086,567036.535,0.013
427968.086,567041.535,0.003
427968.086,567046.535,0.002
427968.086,567051.535,0.002
427968.086,567071.535,0.006
427968.086,567076.535,0.004
427968.086,567081.535,0.003
427968.086,567086.535,0.004
427968.086,567096.535,0.009
427968.086,567101.535,0.004
427973.086,565926.535,0.006
427973.086,565931.535,0.016
427973.086,565936.535,0.026
427973.086,565941.535,0.036
427973.086,565946.535,0.046
427973.086,565951.535,0.046
427973.086,565956.535,0.056
427973.086,565961.535,0.066
427973.086,565966.535,0.076
427973.086,565971.535,0.066
427973.086,565976.535,0.056
427973.086,565981.535,0.019
427973.086,565986.535,0.018
427973.086,565991.535,0.02
427973.086,565996.535,0.021
427973.086,566001.535,0.014
427973.086,566006.535,0.025
427973.086,566011.535,0.025
427973.086,566016.535,0.01
427973.086,566021.535,0.002
427973.086,566026.535,0.147
427973.086,566031.535,0.24
427973.086,566036.535,0.268
427973.086,566041.535,0.257
427973.086,566046.535,0.119
427973.086,566051.535,0.004
427973.086,566056.535,0.003
427973.086,566061.535,0.003
427973.086,566066.535,0.003
427973.086,566071.535,0.004
427973.086,566076.535,0.026
427973.086,566081.535,0.023
427973.086,566086.535,0.013
427973.086,566091.535,0.002
427973.086,566096.535,0.001
427973.086,566101.535,0.026
427973.086,566106.535,0.057
427973.086,566111.535,0.058
427973.086,566116.535,0.016
427973.086,566121.535,0.015
427973.086,566126.535,0.025
427973.086,566131.535,0.033
427973.086,566136.535,0.035
427973.086,566141.535,0.047
427973.086,566146.535,0.046
427973.086,566151.535,0.013
427973.086,566156.535,0.011
427973.086,566161.535,0.012
427973.086,566166.535,0.015
427973.086,566171.535,0.018
427973.086,566176.535,0.024
427973.086,566181.535,0.02
427973.086,566186.535,0.015
427973.086,566191.535,0.003
427973.086,566196.535,0.003
427973.086,566201.535,0.009
427973.086,566206.535,0.007
427973.086,566211.535,0.009
427973.086,566216.535,0.002
427973.086,566221.535,0.002
427973.086,566226.535,0.004
427973.086,566231.535,0.004
427973.086,566236.535,0.005
427973.086,566241.535,0.005
427973.086,566246.535,0.005
427973.086,566251.535,0.005
427973.086,566256.535,0.004
427973.086,566261.535,0.002
427973.086,566266.535,0.003
427973.086,566271.535,0.004
427973.086,566276.535,0.008
427973.086,566281.535,0.002
427973.086,566286.535,0.003
427973.086,566291.535,0.004
427973.086,566296.535,0.007
427973.086,566301.535,0.01
427973.086,566306.535,0.003
427973.086,566311.535,0.003
427973.086,566316.535,0.003
427973.086,566321.535,0.007
427973.086,566326.535,0.007
427973.086,566331.535,0.006
427973.086,566336.535,0.006
427973.086,566341.535,0.006
427973.086,566346.535,0.01
427973.086,566351.535,0.554
427973.086,566356.535,0.541
427973.086,566361.535,0.386
427973.086,566366.535,0.306
427973.086,566371.535,0.306
427973.086,566376.535,0.298
427973.086,566381.535,0.137
427973.086,566386.535,0.003
427973.086,566391.535,0.001
427973.086,566396.535,0.002
427973.086,566401.535,0.003
427973.086,566416.535,0.005
427973.086,566421.535,0.008
427973.086,566426.535,0.018
427973.086,566431.535,0.019
427973.086,566436.535,0.014
427973.086,566441.535,0.01
427973.086,566446.535,0.008
427973.086,566451.535,0.007
427973.086,566456.535,0.005
427973.086,566461.535,0.003
427973.086,566476.535,0.03
427973.086,566481.535,0.015
427973.086,566486.535,0.016
427973.086,566491.535,0.018
427973.086,566496.535,0.025
427973.086,566516.535,0.016
427973.086,566521.535,0.014
427973.086,566526.535,0.018
427973.086,566531.535,0.029
427973.086,566536.535,0.032
427973.086,566541.535,0.036
427973.086,566546.535,0.043
427973.086,566551.535,0.051
427973.086,566556.535,0.06
427973.086,566561.535,0.068
427973.086,566566.535,0.07
427973.086,566571.535,0.056
427973.086,566576.535,0.037
427973.086,566581.535,0.019
427973.086,566586.535,0.008
427973.086,566591.535,0.009
427973.086,566596.535,0.012
427973.086,566601.535,0.01
427973.086,566616.535,0.031
427973.086,566621.535,0.017
427973.086,566626.535,0.006
427973.086,566631.535,0.004
427973.086,566636.535,0.003
427973.086,566641.535,0.005
427973.086,566646.535,0.004
427973.086,566651.535,0.006
427973.086,566656.535,0.004
427973.086,566666.535,0.002
427973.086,566671.535,0.003
427973.086,566676.535,0.011
427973.086,566681.535,0.015
427973.086,566686.535,0.01
427973.086,566691.535,0.008
427973.086,566696.535,0.006
427973.086,566701.535,0.005
427973.086,566706.535,0.005
427973.086,566711.535,0.005
427973.086,566716.535,0.004
427973.086,566721.535,0.003
427973.086,566726.535,0.003
427973.086,566731.535,0.002
427973.086,566776.535,0.001
427973.086,566781.535,0.006
427973.086,566786.535,0.002
427973.086,566791.535,0.063
427973.086,566796.535,0.075
427973.086,566801.535,0.052
427973.086,566806.535,0.059
427973.086,566811.535,0.004
427973.086,566816.535,0.003
427973.086,566821.535,0.002
427973.086,566831.535,0.562
427973.086,566836.535,0.452
427973.086,566841.535,0.332
427973.086,566846.535,0.223
427973.086,566851.535,0.103
427973.086,566856.535,0.002
427973.086,566871.535,0.098
427973.086,566876.535,0.044
427973.086,566881.535,0.024
427973.086,566886.535,0.025
427973.086,566891.535,0.028
427973.086,566896.535,0.035
427973.086,566901.535,0.019
427973.086,566916.535,0.014
427973.086,566921.535,0.012
427973.086,566926.535,0.017
