,CORRELATION_ID,IDENTIFIER_1,VERSION_NUMBER_1,VERSION_DATE_1,IDENTIFIER_2,VERSION_NUMBER_2,VERSION_DATE_2,CONFIDENCE
39035,BLPU_906700419687_TopographicArea_osgb1000002038515131_5,906700419687,,20160210000000,osgb1000002038515131,4,20080210000000,Version information is correct
40076,BLPU_906700439450_TopographicArea_osgb1000040412156_5,906700439450,,20161127000000,osgb1000040412156,7,20080210000000,Version information is correct
40077,BLPU_906700439456_TopographicArea_osgb1000040412156_5,906700439456,,20161127000000,osgb1000040412156,7,20080210000000,Version information is correct
40078,BLPU_906700439472_TopographicArea_osgb1000040412156_5,906700439472,,20161127000000,osgb1000040412156,7,20080210000000,Version information is correct
40790,BLPU_906700402412_TopographicArea_osgb1000002038441601_5,906700402412,,20160210000000,osgb1000002038441601,2,20051226000000,Version information is correct
40791,BLPU_906700402415_TopographicArea_osgb1000002038441601_5,906700402415,,20160210000000,osgb1000002038441601,2,20051226000000,Version information is correct
41010,BLPU_906700406168_TopographicArea_osgb1000002038515043_5,906700406168,,20200226000000,osgb1000002038515043,8,20150624000000,Version information is correct
41011,BLPU_906700406193_TopographicArea_osgb1000002038515043_5,906700406193,,20200226000000,osgb1000002038515043,8,20150624000000,Version information is correct
41012,BLPU_906700406198_TopographicArea_osgb1000002038515043_5,906700406198,,20200226000000,osgb1000002038515043,8,20150624000000,Version information is correct
41013,BLPU_906700406215_TopographicArea_osgb1000002038515043_5,906700406215,,20200226000000,osgb1000002038515043,8,20150624000000,Version information is correct
41014,BLPU_906700406233_TopographicArea_osgb1000002038515128_5,906700406233,,20200226000000,osgb1000002038515128,4,20080210000000,Version information is correct
41015,BLPU_906700406292_TopographicArea_osgb1000002038515128_5,906700406292,,20200226000000,osgb1000002038515128,4,20080210000000,Version information is correct
41590,BLPU_906700386305_TopographicArea_osgb1000040410595_5,906700386305,,20160210000000,osgb1000040410595,13,20180910000000,Version information is correct
42240,BLPU_906700495935_TopographicArea_osgb1000040412199_5,906700495935,,20160506000000,osgb1000040412199,11,20150507000000,Version information is correct
42563,BLPU_906700501480_TopographicArea_osgb1000040410591_5,906700501480,,20200226000000,osgb1000040410591,4,20150201000000,Version information is correct
50410,BLPU_906700365358_TopographicArea_osgb1000040412174_5,906700365358,,20200513000000,osgb1000040412174,6,20080210000000,Version information is correct
59107,BLPU_906700115051_TopographicArea_osgb1000040412157_5,906700115051,,20200226000000,osgb1000040412157,7,20080210000000,Version information is correct
59148,BLPU_906700115723_TopographicArea_osgb1000040412156_5,906700115723,,20160210000000,osgb1000040412156,7,20080210000000,Version information is correct
60837,BLPU_906700083243_TopographicArea_osgb1000040410573_5,906700083243,,20200226000000,osgb1000040410573,4,20131003000000,Version information is correct
60838,BLPU_906700083266_TopographicArea_osgb1000002038515131_5,906700083266,,20170326000000,osgb1000002038515131,4,20080210000000,Version information is correct
60881,BLPU_906700084048_TopographicArea_osgb1000040412151_5,906700084048,,20160210000000,osgb1000040412151,8,20090820000000,Version information is correct
60882,BLPU_906700084050_TopographicArea_osgb1000040412136_5,906700084050,,20160210000000,osgb1000040412136,12,20150624000000,Version information is correct
60889,BLPU_906700084144_TopographicArea_osgb1000040412136_5,906700084144,,20160210000000,osgb1000040412136,12,20150624000000,Version information is correct
60890,BLPU_906700084164_TopographicArea_osgb1000040412147_5,906700084164,,20160210000000,osgb1000040412147,8,20090820000000,Version information is correct
61196,BLPU_906700089690_TopographicArea_osgb1000002038515128_5,906700089690,,20170618000000,osgb1000002038515128,4,20080210000000,Version information is correct
61256,BLPU_906700090568_TopographicArea_osgb1000040412275_5,906700090568,,20160210000000,osgb1000040412275,11,20150624000000,Version information is correct
62347,BLPU_906700048727_TopographicArea_osgb1000040412238_5,906700048727,,20200226000000,osgb1000040412238,9,20200110000000,Version information is correct
62679,BLPU_906700054008_TopographicArea_osgb1000040412169_5,906700054008,,20200226000000,osgb1000040412169,6,20080210000000,Version information is correct
62680,BLPU_906700054027_TopographicArea_osgb1000040412174_5,906700054027,,20200226000000,osgb1000040412174,6,20080210000000,Version information is correct
67265,BLPU_906700005916_TopographicArea_osgb1000040412164_5,906700005916,,20190924000000,osgb1000040412164,6,20080210000000,Version information is correct
67266,BLPU_906700005928_TopographicArea_osgb1000040412168_5,906700005928,,20200226000000,osgb1000040412168,6,20080210000000,Version information is correct
67276,BLPU_906700006037_TopographicArea_osgb1000040410595_5,906700006037,,20200226000000,osgb1000040410595,13,20180910000000,Version information is correct
73456,BLPU_906700356436_TopographicArea_osgb1000040410595_5,906700356436,,20200226000000,osgb1000040410595,13,20180910000000,Version information is correct
74605,BLPU_906700344808_TopographicArea_osgb1000040410595_5,906700344808,,20200226000000,osgb1000040410595,13,20180910000000,Version information is correct
353607,BLPU_906700527647_TopographicArea_osgb1000040410595_5,906700527647,,20190226000000,osgb1000040410595,13,20180910000000,Version information is correct
354579,BLPU_906700511929_TopographicArea_osgb1000040410595_5,906700511929,,20200226000000,osgb1000040410595,13,20180910000000,Version information is correct
354581,BLPU_906700511936_TopographicArea_osgb1000040410595_5,906700511936,,20200226000000,osgb1000040410595,13,20180910000000,Version information is correct
355188,BLPU_906700439440_TopographicArea_osgb1000040412156_5,906700439440,,20160210000000,osgb1000040412156,7,20080210000000,Version information is correct
355189,BLPU_906700439452_TopographicArea_osgb1000040412156_5,906700439452,,20160210000000,osgb1000040412156,7,20080210000000,Version information is correct
355190,BLPU_906700439458_TopographicArea_osgb1000040412156_5,906700439458,,20160210000000,osgb1000040412156,7,20080210000000,Version information is correct
355191,BLPU_906700439468_TopographicArea_osgb1000040412156_5,906700439468,,20160210000000,osgb1000040412156,7,20080210000000,Version information is correct
355192,BLPU_906700439482_TopographicArea_osgb1000040412156_5,906700439482,,20160210000000,osgb1000040412156,7,20080210000000,Version information is correct
355281,BLPU_906700442198_TopographicArea_osgb1000040410573_5,906700442198,,20160210000000,osgb1000040410573,4,20131003000000,Version information is correct
355309,BLPU_906700442597_TopographicArea_osgb1000040410595_5,906700442597,,20160506000000,osgb1000040410595,13,20180910000000,Version information is correct
355509,BLPU_906700495936_TopographicArea_osgb1000040412199_5,906700495936,,20160506000000,osgb1000040412199,11,20150507000000,Version information is correct
355558,BLPU_906700496754_TopographicArea_osgb1000040410595_5,906700496754,,20200730000000,osgb1000040410595,13,20180910000000,Version information is correct
355860,BLPU_906700501484_TopographicArea_osgb1000040410591_5,906700501484,,20200226000000,osgb1000040410591,4,20150201000000,Version information is correct
355861,BLPU_906700501494_TopographicArea_osgb1000040410591_5,906700501494,,20200226000000,osgb1000040410591,4,20150201000000,Version information is correct
355862,BLPU_906700501498_TopographicArea_osgb1000040410591_5,906700501498,,20200226000000,osgb1000040410591,4,20150201000000,Version information is correct
355863,BLPU_906700501499_TopographicArea_osgb1000040410591_5,906700501499,,20200226000000,osgb1000040410591,4,20150201000000,Version information is correct
355864,BLPU_906700501503_TopographicArea_osgb1000040410591_5,906700501503,,20200226000000,osgb1000040410591,4,20150201000000,Version information is correct
355865,BLPU_906700501510_TopographicArea_osgb1000040410591_5,906700501510,,20200226000000,osgb1000040410591,4,20150201000000,Version information is correct
355866,BLPU_906700501517_TopographicArea_osgb1000040410591_5,906700501517,,20200226000000,osgb1000040410591,4,20150201000000,Version information is correct
356038,BLPU_906700504162_TopographicArea_osgb1000040410595_5,906700504162,,20200226000000,osgb1000040410595,13,20180910000000,Version information is correct
357363,BLPU_906700426990_TopographicArea_osgb1000040412136_5,906700426990,,20160210000000,osgb1000040412136,12,20150624000000,Version information is correct
357964,BLPU_906700406062_TopographicArea_osgb1000002038515043_5,906700406062,,20200226000000,osgb1000002038515043,8,20150624000000,Version information is correct
357971,BLPU_906700406136_TopographicArea_osgb1000002038515043_5,906700406136,,20200226000000,osgb1000002038515043,8,20150624000000,Version information is correct
357973,BLPU_906700406150_TopographicArea_osgb1000002038515043_5,906700406150,,20200226000000,osgb1000002038515043,8,20150624000000,Version information is correct
357974,BLPU_906700406158_TopographicArea_osgb1000002038515043_5,906700406158,,20200226000000,osgb1000002038515043,8,20150624000000,Version information is correct
357975,BLPU_906700406202_TopographicArea_osgb1000002038515043_5,906700406202,,20200226000000,osgb1000002038515043,8,20150624000000,Version information is correct
357976,BLPU_906700406238_TopographicArea_osgb1000002038515128_5,906700406238,,20200226000000,osgb1000002038515128,4,20080210000000,Version information is correct
357977,BLPU_906700406259_TopographicArea_osgb1000002038515128_5,906700406259,,20200226000000,osgb1000002038515128,4,20080210000000,Version information is correct
357978,BLPU_906700406266_TopographicArea_osgb1000002038515128_5,906700406266,,20200226000000,osgb1000002038515128,4,20080210000000,Version information is correct
357979,BLPU_906700406272_TopographicArea_osgb1000002038515128_5,906700406272,,20200226000000,osgb1000002038515128,4,20080210000000,Version information is correct
357980,BLPU_906700406301_TopographicArea_osgb1000002038515128_5,906700406301,,20200226000000,osgb1000002038515128,4,20080210000000,Version information is correct
357981,BLPU_906700406324_TopographicArea_osgb1000002038515128_5,906700406324,,20200226000000,osgb1000002038515128,4,20080210000000,Version information is correct
357982,BLPU_906700406333_TopographicArea_osgb1000002038515128_5,906700406333,,20200226000000,osgb1000002038515128,4,20080210000000,Version information is correct
357983,BLPU_906700406354_TopographicArea_osgb1000002038515128_5,906700406354,,20200226000000,osgb1000002038515128,4,20080210000000,Version information is correct
357984,BLPU_906700406360_TopographicArea_osgb1000002038515128_5,906700406360,,20200226000000,osgb1000002038515128,4,20080210000000,Version information is correct
357985,BLPU_906700406364_TopographicArea_osgb1000002038515128_5,906700406364,,20200226000000,osgb1000002038515128,4,20080210000000,Version information is correct
358764,BLPU_906700419747_TopographicArea_osgb1000040412136_5,906700419747,,20160210000000,osgb1000040412136,12,20150624000000,Version information is correct
358766,BLPU_906700419772_TopographicArea_osgb1000040410591_5,906700419772,,20160210000000,osgb1000040410591,4,20150201000000,Version information is correct
358798,BLPU_906700420328_TopographicArea_osgb1000002038515128_5,906700420328,,20160210000000,osgb1000002038515128,4,20080210000000,Version information is correct
359581,BLPU_906700402414_TopographicArea_osgb1000002038441601_5,906700402414,,20160210000000,osgb1000002038441601,2,20051226000000,Version information is correct
359582,BLPU_906700402416_TopographicArea_osgb1000002038441601_5,906700402416,,20200226000000,osgb1000002038441601,2,20051226000000,Version information is correct
359583,BLPU_906700402418_TopographicArea_osgb1000002038441601_5,906700402418,,20160210000000,osgb1000002038441601,2,20051226000000,Version information is correct
360001,BLPU_906700332479_TopographicArea_osgb1000002038515043_5,906700332479,,20170326000000,osgb1000002038515043,8,20150624000000,Version information is correct
361551,BLPU_906700327951_TopographicArea_osgb1000040410595_5,906700327951,,20200226000000,osgb1000040410595,13,20180910000000,Version information is correct
361727,BLPU_906700376065_TopographicArea_osgb1000002038248922_5,906700376065,,20210111000000,osgb1000002038248922,6,20080210000000,Version information is correct
362214,BLPU_906700384658_TopographicArea_osgb1000040412156_5,906700384658,,20160210000000,osgb1000040412156,7,20080210000000,Version information is correct
365761,BLPU_906700367119_TopographicArea_osgb1000040412174_5,906700367119,,20200513000000,osgb1000040412174,6,20080210000000,Version information is correct
366512,BLPU_906700064967_TopographicArea_osgb1000040412238_5,906700064967,,20160210000000,osgb1000040412238,9,20200110000000,Version information is correct
367620,BLPU_906700054015_TopographicArea_osgb1000002038487482_5,906700054015,,20160506000000,osgb1000002038487482,14,20080210000000,Version information is correct
367621,BLPU_906700054023_TopographicArea_osgb1000002038487482_5,906700054023,,20160506000000,osgb1000002038487482,14,20080210000000,Version information is correct
367622,BLPU_906700054026_TopographicArea_osgb1000002038487482_5,906700054026,,20160506000000,osgb1000002038487482,14,20080210000000,Version information is correct
368007,BLPU_906700059903_TopographicArea_osgb1000002038487482_5,906700059903,,20160506000000,osgb1000002038487482,14,20080210000000,Version information is correct
369931,BLPU_906700090584_TopographicArea_osgb1000002038248922_5,906700090584,,20160210000000,osgb1000002038248922,6,20080210000000,Version information is correct
374014,BLPU_906700005921_TopographicArea_osgb1000040412199_5,906700005921,,20200226000000,osgb1000040412199,11,20150507000000,Version information is correct
374015,BLPU_906700005926_TopographicArea_osgb1000040412199_5,906700005926,,20200203000000,osgb1000040412199,11,20150507000000,Version information is correct
374016,BLPU_906700005930_TopographicArea_osgb1000040410595_5,906700005930,,20200226000000,osgb1000040410595,13,20180910000000,Version information is correct
374017,BLPU_906700005933_TopographicArea_osgb1000040410595_5,906700005933,,20210329000000,osgb1000040410595,13,20180910000000,Version information is correct
378951,BLPU_906700083258_TopographicArea_osgb1000002038515043_5,906700083258,,20170326000000,osgb1000002038515043,8,20150624000000,Version information is correct
378952,BLPU_906700083262_TopographicArea_osgb1000002038515043_5,906700083262,,20170326000000,osgb1000002038515043,8,20150624000000,Version information is correct
379008,BLPU_906700084147_TopographicArea_osgb1000040412136_5,906700084147,,20160210000000,osgb1000040412136,12,20150624000000,Version information is correct
379009,BLPU_906700084152_TopographicArea_osgb1000040412150_5,906700084152,,20160210000000,osgb1000040412150,7,20090820000000,Version information is correct
379376,BLPU_906700089941_TopographicArea_osgb1000040410589_5,906700089941,,20160210000000,osgb1000040410589,2,20011105000000,Version information is correct
251234,BLPU_906700326196_TopographicArea_osgb1000040410595_5,906700326196,,20200730000000,osgb1000040410595,13,20180910000000,Version information is correct
251235,BLPU_906700326200_TopographicArea_osgb1000040410595_5,906700326200,,20200226000000,osgb1000040410595,13,20180910000000,Version information is correct
253085,BLPU_906700501469_TopographicArea_osgb1000040410591_5,906700501469,,20200226000000,osgb1000040410591,4,20150201000000,Version information is correct
253086,BLPU_906700501474_TopographicArea_osgb1000040410591_5,906700501474,,20200226000000,osgb1000040410591,4,20150201000000,Version information is correct
253087,BLPU_906700501489_TopographicArea_osgb1000040410591_5,906700501489,,20200226000000,osgb1000040410591,4,20150201000000,Version information is correct
253088,BLPU_906700501502_TopographicArea_osgb1000040410591_5,906700501502,,20200226000000,osgb1000040410591,4,20150201000000,Version information is correct
253089,BLPU_906700501524_TopographicArea_osgb1000040410591_5,906700501524,,20200226000000,osgb1000040410591,4,20150201000000,Version information is correct
253663,BLPU_906700512292_TopographicArea_osgb1000040410595_5,906700512292,,20181128000000,osgb1000040410595,13,20180910000000,Version information is correct
256070,BLPU_906700439463_TopographicArea_osgb1000040412156_5,906700439463,,20161127000000,osgb1000040412156,7,20080210000000,Version information is correct
256071,BLPU_906700439466_TopographicArea_osgb1000040412156_5,906700439466,,20160210000000,osgb1000040412156,7,20080210000000,Version information is correct
256072,BLPU_906700439474_TopographicArea_osgb1000040412156_5,906700439474,,20161127000000,osgb1000040412156,7,20080210000000,Version information is correct
256073,BLPU_906700439483_TopographicArea_osgb1000040412156_5,906700439483,,20160210000000,osgb1000040412156,7,20080210000000,Version information is correct
256074,BLPU_906700439485_TopographicArea_osgb1000040412156_5,906700439485,,20160210000000,osgb1000040412156,7,20080210000000,Version information is correct
256343,BLPU_906700495051_TopographicArea_osgb1000040410595_5,906700495051,,20160210000000,osgb1000040410595,13,20180910000000,Version information is correct
257144,BLPU_906700424190_TopographicArea_osgb1000040410578_5,906700424190,,20200226000000,osgb1000040410578,7,20150624000000,Version information is correct
259503,BLPU_906700402397_TopographicArea_osgb1000002038441601_5,906700402397,,20200226000000,osgb1000002038441601,2,20051226000000,Version information is correct
259726,BLPU_906700406023_TopographicArea_osgb1000002038515043_5,906700406023,,20200226000000,osgb1000002038515043,8,20150624000000,Version information is correct
259735,BLPU_906700406148_TopographicArea_osgb1000002038515043_5,906700406148,,20200226000000,osgb1000002038515043,8,20150624000000,Version information is correct
259736,BLPU_906700406163_TopographicArea_osgb1000002038515043_5,906700406163,,20200226000000,osgb1000002038515043,8,20150624000000,Version information is correct
259737,BLPU_906700406187_TopographicArea_osgb1000002038515043_5,906700406187,,20200226000000,osgb1000002038515043,8,20150624000000,Version information is correct
259738,BLPU_906700406225_TopographicArea_osgb1000002038515043_5,906700406225,,20200226000000,osgb1000002038515043,8,20150624000000,Version information is correct
259739,BLPU_906700406258_TopographicArea_osgb1000002038515128_5,906700406258,,20200226000000,osgb1000002038515128,4,20080210000000,Version information is correct
259743,BLPU_906700406286_TopographicArea_osgb1000002038515128_5,906700406286,,20200226000000,osgb1000002038515128,4,20080210000000,Version information is correct
259744,BLPU_906700406311_TopographicArea_osgb1000002038515128_5,906700406311,,20200226000000,osgb1000002038515128,4,20080210000000,Version information is correct
259745,BLPU_906700406321_TopographicArea_osgb1000002038515128_5,906700406321,,20200226000000,osgb1000002038515128,4,20080210000000,Version information is correct
259746,BLPU_906700406344_TopographicArea_osgb1000002038515128_5,906700406344,,20200226000000,osgb1000002038515128,4,20080210000000,Version information is correct
259747,BLPU_906700406345_TopographicArea_osgb1000002038515128_5,906700406345,,20200226000000,osgb1000002038515128,4,20080210000000,Version information is correct
259748,BLPU_906700406365_TopographicArea_osgb1000002038515128_5,906700406365,,20200226000000,osgb1000002038515128,4,20080210000000,Version information is correct
264231,BLPU_906700059902_TopographicArea_osgb1000002038487482_5,906700059902,,20160506000000,osgb1000002038487482,14,20080210000000,Version information is correct
265694,BLPU_906700054024_TopographicArea_osgb1000002038487482_5,906700054024,,20160506000000,osgb1000002038487482,14,20080210000000,Version information is correct
265695,BLPU_906700054028_TopographicArea_osgb1000040410590_5,906700054028,,20160210000000,osgb1000040410590,3,20040224000000,Version information is correct
265696,BLPU_906700054033_TopographicArea_osgb1000002038487482_5,906700054033,,20160506000000,osgb1000002038487482,14,20080210000000,Version information is correct
268274,BLPU_906700006052_TopographicArea_osgb1000002038248922_5,906700006052,,20160210000000,osgb1000002038248922,6,20080210000000,Version information is correct
268612,BLPU_906700115722_TopographicArea_osgb1000040412156_5,906700115722,,20180520000000,osgb1000040412156,7,20080210000000,Version information is correct
270723,BLPU_906700089680_TopographicArea_osgb1000002038515043_5,906700089680,,20170326000000,osgb1000002038515043,8,20150624000000,Version information is correct
270724,BLPU_906700089687_TopographicArea_osgb1000002038515128_5,906700089687,,20170326000000,osgb1000002038515128,4,20080210000000,Version information is correct
270770,BLPU_906700090460_TopographicArea_osgb1000040412275_5,906700090460,,20160210000000,osgb1000040412275,11,20150624000000,Version information is correct
298024,BLPU_906700356440_TopographicArea_osgb1000002038248922_5,906700356440,,20160210000000,osgb1000002038248922,6,20080210000000,Version information is correct
298381,BLPU_906700362608_TopographicArea_osgb1000040412151_5,906700362608,,20200226000000,osgb1000040412151,8,20090820000000,Version information is correct
298589,BLPU_906700365821_TopographicArea_osgb1000002038515128_5,906700365821,,20160210000000,osgb1000002038515128,4,20080210000000,Version information is correct
226353,BLPU_906700327952_TopographicArea_osgb1000040410595_5,906700327952,,20200226000000,osgb1000040410595,13,20180910000000,Version information is correct
289081,BLPU_906700016952_TopographicArea_osgb1000002038487482_5,906700016952,,20160506000000,osgb1000002038487482,14,20080210000000,Version information is correct
334392,BLPU_906700054030_TopographicArea_osgb1000040410590_5,906700054030,,20160210000000,osgb1000040410590,3,20040224000000,Version information is correct
337097,BLPU_906700411725_TopographicArea_osgb1000002038515043_5,906700411725,,20170326000000,osgb1000002038515043,8,20150624000000,Version information is correct
374472,BLPU_906700006029_TopographicArea_osgb1000040410595_5,906700006029,,20200226000000,osgb1000040410595,13,20180910000000,Version information is correct
400796,BLPU_906700406155_TopographicArea_osgb1000002038515043_5,906700406155,,20200226000000,osgb1000002038515043,8,20150624000000,Version information is correct
400930,BLPU_906700083249_TopographicArea_osgb1000040410573_5,906700083249,,20200226000000,osgb1000040410573,4,20131003000000,Version information is correct
22794,BLPU_906700501483_TopographicArea_osgb1000040410591_5,906700501483,,20200226000000,osgb1000040410591,4,20150201000000,Version information is correct
139212,BLPU_906700318158_TopographicArea_osgb1000002038515043_5,906700318158,,20170326000000,osgb1000002038515043,8,20150624000000,Version information is correct
174887,BLPU_906700053916_TopographicArea_osgb1000040412169_5,906700053916,,20160210000000,osgb1000040412169,6,20080210000000,Version information is correct
255925,BLPU_906700406250_TopographicArea_osgb1000002038515128_5,906700406250,,20200226000000,osgb1000002038515128,4,20080210000000,Version information is correct
256527,BLPU_906700005927_TopographicArea_osgb1000040410595_5,906700005927,,20200226000000,osgb1000040410595,13,20180910000000,Version information is correct
340192,BLPU_906700406218_TopographicArea_osgb1000002038515043_5,906700406218,,20200226000000,osgb1000002038515043,8,20150624000000,Version information is correct
110748,BLPU_906700439493_TopographicArea_osgb1000040412156_5,906700439493,,20160210000000,osgb1000040412156,7,20080210000000,Version information is correct
198429,BLPU_906700406309_TopographicArea_osgb1000002038515128_5,906700406309,,20200226000000,osgb1000002038515128,4,20080210000000,Version information is correct
253239,BLPU_906700402420_TopographicArea_osgb1000002038441601_5,906700402420,,20160210000000,osgb1000002038441601,2,20051226000000,Version information is correct
253485,BLPU_906700053910_TopographicArea_osgb1000040412168_5,906700053910,,20160210000000,osgb1000040412168,6,20080210000000,Version information is correct
300485,BLPU_906700344304_TopographicArea_osgb1000040410595_5,906700344304,,20201006000000,osgb1000040410595,13,20180910000000,Version information is correct
399409,BLPU_906700090563_TopographicArea_osgb1000040412275_5,906700090563,,20160210000000,osgb1000040412275,11,20150624000000,Version information is correct
401036,BLPU_906700406262_TopographicArea_osgb1000002038515128_5,906700406262,,20200226000000,osgb1000002038515128,4,20080210000000,Version information is correct
423490,BLPU_906700501496_TopographicArea_osgb1000040410591_5,906700501496,,20200226000000,osgb1000040410591,4,20150201000000,Version information is correct
423566,BLPU_906700089674_TopographicArea_osgb1000002038515043_5,906700089674,,20170326000000,osgb1000002038515043,8,20150624000000,Version information is correct
26024,BLPU_906700054794_TopographicArea_osgb1000002038325841_5,906700054794,,20160210000000,osgb1000002038325841,2,20150201000000,Version information is correct
128625,BLPU_906700059905_TopographicArea_osgb1000002038487482_5,906700059905,,20160506000000,osgb1000002038487482,14,20080210000000,Version information is correct
166304,BLPU_906700406212_TopographicArea_osgb1000002038515043_5,906700406212,,20200226000000,osgb1000002038515043,8,20150624000000,Version information is correct
248447,BLPU_906700064173_TopographicArea_osgb1000040410595_5,906700064173,,20200226000000,osgb1000040410595,13,20180910000000,Version information is correct
287478,BLPU_906700406194_TopographicArea_osgb1000002038515043_5,906700406194,,20200226000000,osgb1000002038515043,8,20150624000000,Version information is correct
370798,BLPU_906700406289_TopographicArea_osgb1000002038515128_5,906700406289,,20200226000000,osgb1000002038515128,4,20080210000000,Version information is correct
371050,BLPU_906700053911_TopographicArea_osgb1000040412169_5,906700053911,,20200226000000,osgb1000040412169,6,20080210000000,Version information is correct
34519,BLPU_906700406206_TopographicArea_osgb1000002038515043_5,906700406206,,20200226000000,osgb1000002038515043,8,20150624000000,Version information is correct
90285,BLPU_906700406252_TopographicArea_osgb1000002038515128_5,906700406252,,20200226000000,osgb1000002038515128,4,20080210000000,Version information is correct
90594,BLPU_906700084143_TopographicArea_osgb1000040412136_5,906700084143,,20160210000000,osgb1000040412136,12,20150624000000,Version information is correct
118310,BLPU_906700439494_TopographicArea_osgb1000040412156_5,906700439494,,20161127000000,osgb1000040412156,7,20080210000000,Version information is correct
153176,BLPU_906700318159_TopographicArea_osgb1000002038515128_5,906700318159,,20170326000000,osgb1000002038515128,4,20080210000000,Version information is correct
351739,BLPU_906700406356_TopographicArea_osgb1000002038515128_5,906700406356,,20200226000000,osgb1000002038515128,4,20080210000000,Version information is correct
41500,BLPU_906700405857_TopographicArea_osgb1000002038515043_5,906700405857,,20200226000000,osgb1000002038515043,8,20150624000000,Version information is correct
85700,BLPU_906700083250_TopographicArea_osgb1000040410573_5,906700083250,,20200930000000,osgb1000040410573,4,20131003000000,Version information is correct
237084,BLPU_906700318163_TopographicArea_osgb1000002038248922_5,906700318163,,20160210000000,osgb1000002038248922,6,20080210000000,Version information is correct
274350,BLPU_906700084145_TopographicArea_osgb1000040412136_5,906700084145,,20160210000000,osgb1000040412136,12,20150624000000,Version information is correct
43046,BLPU_906700401493_TopographicArea_osgb1000040412168_5,906700401493,,20160210000000,osgb1000040412168,6,20080210000000,Version information is correct
43100,BLPU_906700402401_TopographicArea_osgb1000002038441601_5,906700402401,,20200226000000,osgb1000002038441601,2,20051226000000,Version information is correct
45544,BLPU_906700367120_TopographicArea_osgb1000040412174_5,906700367120,,20200513000000,osgb1000040412174,6,20080210000000,Version information is correct
47452,BLPU_906700353104_TopographicArea_osgb1000040410552_5,906700353104,,20160506000000,osgb1000040410552,5,20050928000000,Version information is correct
47739,BLPU_906700358044_TopographicArea_osgb1000002038487482_5,906700358044,,20160506000000,osgb1000002038487482,14,20080210000000,Version information is correct
62928,BLPU_906700083247_TopographicArea_osgb1000040410573_5,906700083247,,20200226000000,osgb1000040410573,4,20131003000000,Version information is correct
62929,BLPU_906700083254_TopographicArea_osgb1000002038515043_5,906700083254,,20170326000000,osgb1000002038515043,8,20150624000000,Version information is correct
62930,BLPU_906700083264_TopographicArea_osgb1000002038515131_5,906700083264,,20170326000000,osgb1000002038515131,4,20080210000000,Version information is correct
62931,BLPU_906700083265_TopographicArea_osgb1000002038515131_5,906700083265,,20170326000000,osgb1000002038515131,4,20080210000000,Version information is correct
62998,BLPU_906700084153_TopographicArea_osgb1000002038248922_5,906700084153,,20160210000000,osgb1000002038248922,6,20080210000000,Version information is correct
63347,BLPU_906700089688_TopographicArea_osgb1000002038515128_5,906700089688,,20170618000000,osgb1000002038515128,4,20080210000000,Version information is correct
63364,BLPU_906700089940_TopographicArea_osgb1000040410589_5,906700089940,,20160210000000,osgb1000040410589,2,20011105000000,Version information is correct
63365,BLPU_906700089942_TopographicArea_osgb1000040410589_5,906700089942,,20160210000000,osgb1000040410589,2,20011105000000,Version information is correct
63366,BLPU_906700089943_TopographicArea_osgb1000040410595_5,906700089943,,20160321000000,osgb1000040410595,13,20180910000000,Version information is correct
63367,BLPU_906700089944_TopographicArea_osgb1000040410595_5,906700089944,,20160210000000,osgb1000040410595,13,20180910000000,Version information is correct
63405,BLPU_906700090464_TopographicArea_osgb1000040412275_5,906700090464,,20160210000000,osgb1000040412275,11,20150624000000,Version information is correct
74637,BLPU_906700005914_TopographicArea_osgb1000040412164_5,906700005914,,20160210000000,osgb1000040412164,6,20080210000000,Version information is correct
74638,BLPU_906700005919_TopographicArea_osgb1000040410595_5,906700005919,,20210329000000,osgb1000040410595,13,20180910000000,Version information is correct
74639,BLPU_906700005922_TopographicArea_osgb1000040412199_5,906700005922,,20200226000000,osgb1000040412199,11,20150507000000,Version information is correct
74643,BLPU_906700006030_TopographicArea_osgb1000040410595_5,906700006030,,20200226000000,osgb1000040410595,13,20180910000000,Version information is correct
74644,BLPU_906700006036_TopographicArea_osgb1000040410595_5,906700006036,,20210329000000,osgb1000040410595,13,20180910000000,Version information is correct
74878,BLPU_906700053914_TopographicArea_osgb1000040412169_5,906700053914,,20200226000000,osgb1000040412169,6,20080210000000,Version information is correct
74887,BLPU_906700054009_TopographicArea_osgb1000040412169_5,906700054009,,20160210000000,osgb1000040412169,6,20080210000000,Version information is correct
74888,BLPU_906700054012_TopographicArea_osgb1000002038487482_5,906700054012,,20160506000000,osgb1000002038487482,14,20080210000000,Version information is correct
74889,BLPU_906700054037_TopographicArea_osgb1000040410591_5,906700054037,,20160210000000,osgb1000040410591,4,20150201000000,Version information is correct
82298,BLPU_906700404716_TopographicArea_osgb1000002038441601_5,906700404716,,20200226000000,osgb1000002038441601,2,20051226000000,Version information is correct
82392,BLPU_906700406157_TopographicArea_osgb1000002038515043_5,906700406157,,20200226000000,osgb1000002038515043,8,20150624000000,Version information is correct
82394,BLPU_906700406191_TopographicArea_osgb1000002038515043_5,906700406191,,20200226000000,osgb1000002038515043,8,20150624000000,Version information is correct
82395,BLPU_906700406267_TopographicArea_osgb1000002038515128_5,906700406267,,20200226000000,osgb1000002038515128,4,20080210000000,Version information is correct
